ASIN,Parent ASIN,Category,Title,Title Excluding Variant,Relationship
B0BMWPK77D,undefined,"All Departments > Clothing, Shoes & Jewelry > Luggage & Travel Gear > Backpacks > Casual Daypacks","King Kandy's Castle Candy Land Mini Backpack | Board Game Bag With Appliqued And Printed Details, Zipper Enclosure","King Kandy's Castle Candy Land Mini Backpack | Board Game Bag With Appliqued And Printed Details, Zipper Enclosure",CHILD
