Input ASIN,Parent ASIN,Title,Brand,Variants
B0986RPS1F,undefined,"Claddagh Gold Certified 925 Sterling Silver Hockey Necklace with Ice Hockey Goalie Player Pendant Charm Hockey Charm","Claddagh Gold","No variants"
